18.5313  10.3910
18.6068  11.0551
18.4759  11.5621
18.1997  11.8302
17.8311  11.9878
17.6949  12.4021
17.7488  12.9386
17.5077  13.2911
17.3485  13.5233
17.4456  14.0032
17.3864  14.3842
17.3271  14.7273
16.8391  15.2066
16.8024  15.4889
17.3066  16.3634
17.5890  16.7481
18.0867  16.6628
18.4729  16.6982
18.2969  17.4377
18.1575  17.8834
18.5337  18.1465
18.0433  18.3756
17.5826  18.4378
17.6974  18.9538
17.1254  18.8933
16.8474  19.4916
15.9996  19.0808
15.3651  18.9974
14.9285  19.5328
14.0858  19.7484
13.3788  19.9028
13.6353  20.9926
